analysisPlanSort	analysisPlanId	description	NAME1	STAT1
AP-054	54	Modified AP051 with memory for 27-color ICS for COVID-19 studies	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14+_OR_SSlo/Monos classical/GzB+Perf-:Count	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14+_OR_SSlo/Monos classical/GzB+Perf-:Count
AP-054	54	Modified AP051 with memory for 27-color ICS for COVID-19 studies	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14+_OR_SSlo/Monos classical/GzB-Perf+:Count	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14+_OR_SSlo/Monos classical/GzB-Perf+:Count
AP-054	54	Modified AP051 with memory for 27-color ICS for COVID-19 studies	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14+_OR_SSlo/Monos classical/GzB-Perf-:Count	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14+_OR_SSlo/Monos classical/GzB-Perf-:Count
AP-054	54	Modified AP051 with memory for 27-color ICS for COVID-19 studies	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14+_OR_SSlo/Monos classical/IFNg+:Count	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14+_OR_SSlo/Monos classical/IFNg+:Count
AP-054	54	Modified AP051 with memory for 27-color ICS for COVID-19 studies	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14+_OR_SSlo/Monos classical/IFNg_OR_IL2:Count	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14+_OR_SSlo/Monos classical/IFNg_OR_IL2:Count
AP-054	54	Modified AP051 with memory for 27-color ICS for COVID-19 studies	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14+_OR_SSlo/Monos classical/IL2+:Count	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14+_OR_SSlo/Monos classical/IL2+:Count
AP-054	54	Modified AP051 with memory for 27-color ICS for COVID-19 studies	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14+_OR_SSlo/Monos classical/IL4+:Count	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14+_OR_SSlo/Monos classical/IL4+:Count
AP-054	54	Modified AP051 with memory for 27-color ICS for COVID-19 studies	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14+_OR_SSlo/Monos classical/IL5_OR_IL13:Count	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14+_OR_SSlo/Monos classical/IL5_OR_IL13:Count
AP-054	54	Modified AP051 with memory for 27-color ICS for COVID-19 studies	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14+_OR_SSlo/Monos classical/IL17a+:Count	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14+_OR_SSlo/Monos classical/IL17a+:Count
AP-054	54	Modified AP051 with memory for 27-color ICS for COVID-19 studies	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14+_OR_SSlo/Monos classical/Ki67+:Count	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14+_OR_SSlo/Monos classical/Ki67+:Count
AP-054	54	Modified AP051 with memory for 27-color ICS for COVID-19 studies	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14+_OR_SSlo/Monos classical/Perf+:Count	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14+_OR_SSlo/Monos classical/Perf+:Count
AP-054	54	Modified AP051 with memory for 27-color ICS for COVID-19 studies	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14+_OR_SSlo/Monos classical/TNFa+:Count	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14+_OR_SSlo/Monos classical/TNFa+:Count
AP-054	54	Modified AP051 with memory for 27-color ICS for COVID-19 studies	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14+_OR_SSlo/Monos non-classical:Count	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14+_OR_SSlo/Monos non-classical:Count
AP-054	54	Modified AP051 with memory for 27-color ICS for COVID-19 studies	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14+_OR_SSlo/Monos non-classical/16+:Count	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14+_OR_SSlo/Monos non-classical/16+:Count
AP-054	54	Modified AP051 with memory for 27-color ICS for COVID-19 studies	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14+_OR_SSlo/Monos non-classical/25+:Count	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14+_OR_SSlo/Monos non-classical/25+:Count
AP-054	54	Modified AP051 with memory for 27-color ICS for COVID-19 studies	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14+_OR_SSlo/Monos non-classical/32+:Count	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14+_OR_SSlo/Monos non-classical/32+:Count
AP-054	54	Modified AP051 with memory for 27-color ICS for COVID-19 studies	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14+_OR_SSlo/Monos non-classical/64+:Count	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14+_OR_SSlo/Monos non-classical/64+:Count
AP-054	54	Modified AP051 with memory for 27-color ICS for COVID-19 studies	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14+_OR_SSlo/Monos non-classical/GzB+:Count	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14+_OR_SSlo/Monos non-classical/GzB+:Count
AP-054	54	Modified AP051 with memory for 27-color ICS for COVID-19 studies	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14+_OR_SSlo/Monos non-classical/GzB+Perf+:Count	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14+_OR_SSlo/Monos non-classical/GzB+Perf+:Count
AP-054	54	Modified AP051 with memory for 27-color ICS for COVID-19 studies	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14+_OR_SSlo/Monos non-classical/GzB+Perf-:Count	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14+_OR_SSlo/Monos non-classical/GzB+Perf-:Count
AP-054	54	Modified AP051 with memory for 27-color ICS for COVID-19 studies	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14+_OR_SSlo/Monos non-classical/GzB-Perf+:Count	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14+_OR_SSlo/Monos non-classical/GzB-Perf+:Count
AP-054	54	Modified AP051 with memory for 27-color ICS for COVID-19 studies	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14+_OR_SSlo/Monos non-classical/GzB-Perf-:Count	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14+_OR_SSlo/Monos non-classical/GzB-Perf-:Count
AP-054	54	Modified AP051 with memory for 27-color ICS for COVID-19 studies	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14+_OR_SSlo/Monos non-classical/IFNg+:Count	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14+_OR_SSlo/Monos non-classical/IFNg+:Count
AP-054	54	Modified AP051 with memory for 27-color ICS for COVID-19 studies	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14+_OR_SSlo/Monos non-classical/IFNg_OR_IL2:Count	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14+_OR_SSlo/Monos non-classical/IFNg_OR_IL2:Count
AP-054	54	Modified AP051 with memory for 27-color ICS for COVID-19 studies	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14+_OR_SSlo/Monos non-classical/IL2+:Count	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14+_OR_SSlo/Monos non-classical/IL2+:Count
AP-054	54	Modified AP051 with memory for 27-color ICS for COVID-19 studies	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14+_OR_SSlo/Monos non-classical/IL4+:Count	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14+_OR_SSlo/Monos non-classical/IL4+:Count
AP-054	54	Modified AP051 with memory for 27-color ICS for COVID-19 studies	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14+_OR_SSlo/Monos non-classical/IL5_OR_IL13:Count	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14+_OR_SSlo/Monos non-classical/IL5_OR_IL13:Count
AP-054	54	Modified AP051 with memory for 27-color ICS for COVID-19 studies	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14+_OR_SSlo/Monos non-classical/IL17a+:Count	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14+_OR_SSlo/Monos non-classical/IL17a+:Count
AP-054	54	Modified AP051 with memory for 27-color ICS for COVID-19 studies	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14+_OR_SSlo/Monos non-classical/Ki67+:Count	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14+_OR_SSlo/Monos non-classical/Ki67+:Count
AP-054	54	Modified AP051 with memory for 27-color ICS for COVID-19 studies	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14+_OR_SSlo/Monos non-classical/Perf+:Count	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14+_OR_SSlo/Monos non-classical/Perf+:Count
AP-054	54	Modified AP051 with memory for 27-color ICS for COVID-19 studies	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14+_OR_SSlo/Monos non-classical/TNFa+:Count	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14+_OR_SSlo/Monos non-classical/TNFa+:Count
AP-054	54	Modified AP051 with memory for 27-color ICS for COVID-19 studies	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-:Count	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-:Count
AP-054	54	Modified AP051 with memory for 27-color ICS for COVID-19 studies	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S:Count	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S:Count
AP-054	54	Modified AP051 with memory for 27-color ICS for COVID-19 studies	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L:Count	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L:Count
AP-054	54	Modified AP051 with memory for 27-color ICS for COVID-19 studies	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19+:Count	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19+:Count
AP-054	54	Modified AP051 with memory for 27-color ICS for COVID-19 studies	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19+/16+:Count	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19+/16+:Count
AP-054	54	Modified AP051 with memory for 27-color ICS for COVID-19 studies	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19+/25+:Count	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19+/25+:Count
AP-054	54	Modified AP051 with memory for 27-color ICS for COVID-19 studies	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19+/32+:Count	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19+/32+:Count
AP-054	54	Modified AP051 with memory for 27-color ICS for COVID-19 studies	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19+/64+:Count	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19+/64+:Count
AP-054	54	Modified AP051 with memory for 27-color ICS for COVID-19 studies	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19+/Ki67+:Count	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19+/Ki67+:Count
AP-054	54	Modified AP051 with memory for 27-color ICS for COVID-19 studies	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-:Count	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-:Count
AP-054	54	Modified AP051 with memory for 27-color ICS for COVID-19 studies	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+:Count	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+:Count
AP-054	54	Modified AP051 with memory for 27-color ICS for COVID-19 studies	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br:Count	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br:Count
AP-054	54	Modified AP051 with memory for 27-color ICS for COVID-19 studies	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-:Count	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-:Count
AP-054	54	Modified AP051 with memory for 27-color ICS for COVID-19 studies	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/4+:Count	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/4+:Count
AP-054	54	Modified AP051 with memory for 27-color ICS for COVID-19 studies	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/4+/4+5or13+:Count	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/4+/4+5or13+:Count
AP-054	54	Modified AP051 with memory for 27-color ICS for COVID-19 studies	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/4+/4+5or13-:Count	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/4+/4+5or13-:Count
AP-054	54	Modified AP051 with memory for 27-color ICS for COVID-19 studies	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/4+/154+:Count	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/4+/154+:Count
AP-054	54	Modified AP051 with memory for 27-color ICS for COVID-19 studies	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/4+/CCR6+:Count	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/4+/CCR6+:Count
AP-054	54	Modified AP051 with memory for 27-color ICS for COVID-19 studies	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/4+/CXCR3+:Count	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/4+/CXCR3+:Count
AP-054	54	Modified AP051 with memory for 27-color ICS for COVID-19 studies	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/4+/GzB+:Count	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/4+/GzB+:Count
AP-054	54	Modified AP051 with memory for 27-color ICS for COVID-19 studies	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/4+/IL2+:Count	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/4+/IL2+:Count
AP-054	54	Modified AP051 with memory for 27-color ICS for COVID-19 studies	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/4+/IL17a+:Count	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/4+/IL17a+:Count
AP-054	54	Modified AP051 with memory for 27-color ICS for COVID-19 studies	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/4+/Ki67+:Count	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/4+/Ki67+:Count
AP-054	54	Modified AP051 with memory for 27-color ICS for COVID-19 studies	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/4+/4+45RA+:Count	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/4+/4+45RA+:Count
AP-054	54	Modified AP051 with memory for 27-color ICS for COVID-19 studies	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/4+/4-5or13+:Count	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/4+/4-5or13+:Count
AP-054	54	Modified AP051 with memory for 27-color ICS for COVID-19 studies	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/4+/4-5or13-:Count	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/4+/4-5or13-:Count
AP-054	54	Modified AP051 with memory for 27-color ICS for COVID-19 studies	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/4+/25+:Count	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/4+/25+:Count
AP-054	54	Modified AP051 with memory for 27-color ICS for COVID-19 studies	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/4+/32+:Count	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/4+/32+:Count
AP-054	54	Modified AP051 with memory for 27-color ICS for COVID-19 studies	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/4+/N:Count	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/4+/N:Count
AP-054	54	Modified AP051 with memory for 27-color ICS for COVID-19 studies	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/4+/TD:Count	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/4+/TD:Count
AP-054	54	Modified AP051 with memory for 27-color ICS for COVID-19 studies	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/4+/CM:Count	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/4+/CM:Count
AP-054	54	Modified AP051 with memory for 27-color ICS for COVID-19 studies	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/4+/EM:Count	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/4+/EM:Count
AP-054	54	Modified AP051 with memory for 27-color ICS for COVID-19 studies	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/4+/64+:Count	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/4+/64+:Count
AP-054	54	Modified AP051 with memory for 27-color ICS for COVID-19 studies	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/4+/CCR6+CXCR3+:Count	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/4+/CCR6+CXCR3+:Count
AP-054	54	Modified AP051 with memory for 27-color ICS for COVID-19 studies	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/4+/CCR6+CXCR3-:Count	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/4+/CCR6+CXCR3-:Count
AP-054	54	Modified AP051 with memory for 27-color ICS for COVID-19 studies	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/4+/CCR6-CXCR3+:Count	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/4+/CCR6-CXCR3+:Count
AP-054	54	Modified AP051 with memory for 27-color ICS for COVID-19 studies	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/4+/CCR6-CXCR3-:Count	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/4+/CCR6-CXCR3-:Count
AP-054	54	Modified AP051 with memory for 27-color ICS for COVID-19 studies	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/4+/CCR7+:Count	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/4+/CCR7+:Count
AP-054	54	Modified AP051 with memory for 27-color ICS for COVID-19 studies	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/4+/CRTh2+:Count	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/4+/CRTh2+:Count
AP-054	54	Modified AP051 with memory for 27-color ICS for COVID-19 studies	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/4+/CRTh2+IL4+IL5orIL13+:Count	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/4+/CRTh2+IL4+IL5orIL13+:Count
AP-054	54	Modified AP051 with memory for 27-color ICS for COVID-19 studies	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/4+/CRTh2+IL4+IL5orIL13-:Count	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/4+/CRTh2+IL4+IL5orIL13-:Count
AP-054	54	Modified AP051 with memory for 27-color ICS for COVID-19 studies	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/4+/CRTh2+IL4-IL5orIL13+:Count	Time/S/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/4+/CRTh2+IL4-IL5orIL13+:Count
