AnalysisPlanSort	AnalysisPlanId	NAME1	STAT1
AP-060	60	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/CH505++/CH505D371-/CD27+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/CH505++/CH505D371-/CD27+:Count
AP-060	60	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/CH505++/CH505D371-/IgD+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/CH505++/CH505D371-/IgD+:Count
AP-060	60	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/CH505++/CH505D371-/IgD-:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/CH505++/CH505D371-/IgD-:Count
AP-060	60	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/CH505++/CH505D371-/IgD-/IgA+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/CH505++/CH505D371-/IgD-/IgA+:Count
AP-060	60	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/CH505++/CH505D371-/IgD-/IgD- IgM-:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/CH505++/CH505D371-/IgD-/IgD- IgM-:Count
AP-060	60	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/CH505++/CH505D371-/IgD-/IgG+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/CH505++/CH505D371-/IgD-/IgG+:Count
AP-060	60	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/CH505++/CH505D371-/IgD-/IgM+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/CH505++/CH505D371-/IgD-/IgM+:Count
AP-060	60	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/CH505-:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/CH505-:Count
AP-060	60	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/CH505D371-:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/CH505D371-:Count
AP-060	60	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD+:Count
AP-060	60	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD+/CH505++:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD+/CH505++:Count
AP-060	60	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD+/CH505++/CH505D371-:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD+/CH505++/CH505D371-:Count
AP-060	60	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD+/CH505-:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD+/CH505-:Count
AP-060	60	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD+/IgD+IgG+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD+/IgD+IgG+:Count
AP-060	60	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD+/IgMnaive:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD+/IgMnaive:Count
AP-060	60	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-:Count
AP-060	60	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/CH505++:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/CH505++:Count
AP-060	60	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/CH505++/CH505D371-:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/CH505++/CH505D371-:Count
AP-060	60	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/CH505-:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/CH505-:Count
AP-060	60	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/D371+CH505+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/D371+CH505+:Count
AP-060	60	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/D371-CH505+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/D371-CH505+:Count
AP-060	60	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgA+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgA+:Count
AP-060	60	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgA+/CH505++:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgA+/CH505++:Count
AP-060	60	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgA+/CH505++/CH505D371-:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgA+/CH505++/CH505D371-:Count
AP-060	60	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgD- IgM-:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgD- IgM-:Count
AP-060	60	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgD- IgM-/CH505++:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgD- IgM-/CH505++:Count
AP-060	60	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgD- IgM-/CH505++/CH505D371-:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgD- IgM-/CH505++/CH505D371-:Count
AP-060	60	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgG+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgG+:Count
AP-060	60	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgG+/CH505++:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgG+/CH505++:Count
AP-060	60	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgG+/CH505++/CD27+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgG+/CH505++/CD27+:Count
AP-060	60	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgG+/CH505++/CD27+CD21+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgG+/CH505++/CD27+CD21+:Count
AP-060	60	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgG+/CH505++/CD27+CD21-:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgG+/CH505++/CD27+CD21-:Count
AP-060	60	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgG+/CH505++/CD27-CD21+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgG+/CH505++/CD27-CD21+:Count
AP-060	60	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgG+/CH505++/CD27-CD21-:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgG+/CH505++/CD27-CD21-:Count
AP-060	60	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgG+/CH505++/CH505D371+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgG+/CH505++/CH505D371+:Count
AP-060	60	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgG+/CH505++/CH505D371-:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgG+/CH505++/CH505D371-:Count
AP-060	60	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgG+/CH505++/D371+CH505+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgG+/CH505++/D371+CH505+:Count
AP-060	60	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgG+/CH505++/D371-CH505+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgG+/CH505++/D371-CH505+:Count
AP-060	60	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgG+/CH505++/Ki-67+CD27+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgG+/CH505++/Ki-67+CD27+:Count
AP-060	60	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgG+/CH505++/Ki-67+CD27-:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgG+/CH505++/Ki-67+CD27-:Count
AP-060	60	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgG+/CH505++/Ki-67-CD27+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgG+/CH505++/Ki-67-CD27+:Count
AP-060	60	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgG+/CH505++/Ki-67-CD27-:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgG+/CH505++/Ki-67-CD27-:Count
AP-060	60	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgG+/CH505-:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgG+/CH505-:Count
AP-060	60	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgG+/CH505-/CD27+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgG+/CH505-/CD27+:Count
AP-060	60	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgG+/CH505-/CD27+CD21+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgG+/CH505-/CD27+CD21+:Count
AP-060	60	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgG+/CH505-/CD27+CD21-:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgG+/CH505-/CD27+CD21-:Count
AP-060	60	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgG+/CH505-/CD27-CD21+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgG+/CH505-/CD27-CD21+:Count
AP-060	60	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgG+/CH505-/CD27-CD21-:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgG+/CH505-/CD27-CD21-:Count
AP-060	60	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgG+/CH505-/Ki-67+CD27+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgG+/CH505-/Ki-67+CD27+:Count
AP-060	60	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgG+/CH505-/Ki-67+CD27-:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgG+/CH505-/Ki-67+CD27-:Count
AP-060	60	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgG+/CH505-/Ki-67-CD27+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgG+/CH505-/Ki-67-CD27+:Count
AP-060	60	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgG+/CH505-/Ki-67-CD27-:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgG+/CH505-/Ki-67-CD27-:Count
AP-060	60	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgG+/CH505D371+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgG+/CH505D371+:Count
AP-060	60	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgG+/CH505D371-:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgG+/CH505D371-:Count
AP-060	60	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgG+/CH505D371-/CH505++:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgG+/CH505D371-/CH505++:Count
AP-060	60	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgG+/D371+CH505+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgG+/D371+CH505+:Count
AP-060	60	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgG+/D371-CH505+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgG+/D371-CH505+:Count
AP-060	60	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgM+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgM+:Count
AP-060	60	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgM+/CH505++:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgM+/CH505++:Count
AP-060	60	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgM+/CH505++/CH505D371+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgM+/CH505++/CH505D371+:Count
AP-060	60	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgM+/CH505++/CH505D371-:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgM+/CH505++/CH505D371-:Count
AP-060	60	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+:Count
AP-060	60	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/CD27+ CD38+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/CD27+ CD38+:Count
AP-060	60	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/CD27+ CD38+/IgG+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/CD27+ CD38+/IgG+:Count
AP-060	60	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/CD27+ CD38+/IgG+/CH505++:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/CD27+ CD38+/IgG+/CH505++:Count
AP-060	60	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/CD27+ CD38+/IgG+/CH505++/CH505D371+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/CD27+ CD38+/IgG+/CH505++/CH505D371+:Count
AP-060	60	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/CD27+ CD38+/IgG+/CH505++/CH505D371-:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/CD27+ CD38+/IgG+/CH505++/CH505D371-:Count
AP-060	60	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/CH505++:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/CH505++:Count
AP-060	60	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/CH505++/CH505D371+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/CH505++/CH505D371+:Count
AP-060	60	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/CH505++/CH505D371-:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/CH505++/CH505D371-:Count
AP-060	60	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD27+ CD38+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD27+ CD38+:Count
AP-060	60	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD27+ CD38+/CH505++:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD27+ CD38+/CH505++:Count
AP-060	60	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD27+ CD38+/CH505++/CH505D371+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD27+ CD38+/CH505++/CH505D371+:Count
AP-060	60	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD27+ CD38+/CH505++/CH505D371-:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD27+ CD38+/CH505++/CH505D371-:Count
AP-060	60	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/Ki-67+CD27+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/Ki-67+CD27+:Count
AP-060	60	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/Ki-67+CD27-:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/Ki-67+CD27-:Count
AP-060	60	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/Ki-67-CD27+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/Ki-67-CD27+:Count
AP-060	60	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/Ki-67-CD27-:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/Ki-67-CD27-:Count
